,image_name,dbscan_count,dbscan_noise,dbscan_silouette_score,dbscan_BIC_score,eps,min_samples
27,SFM01-1-2_265.jpg,1,7,,,0.5,10
0,SFM01-1-2_284.jpg,11,165,-0.4430078169216487,-2604.6292765043554,0.01,3
1,SFM01-1-2_284.jpg,0,203,,,0.01,5
2,SFM01-1-2_284.jpg,0,203,,,0.01,8
3,SFM01-1-2_284.jpg,0,203,,,0.01,10
4,SFM01-1-2_284.jpg,21,43,0.49833260552357855,-2246.140990390864,0.05,3
5,SFM01-1-2_284.jpg,12,75,0.31859821328055704,-2295.6455902540188,0.05,5
6,SFM01-1-2_284.jpg,10,88,0.2564599725023324,-2328.980853533933,0.05,8
7,SFM01-1-2_284.jpg,8,108,0.10783197659196904,-2396.5416718056213,0.05,10
8,SFM01-1-2_284.jpg,21,30,0.5821278608707897,-2227.8799829978466,0.1,3
9,SFM01-1-2_284.jpg,12,59,0.42182975447338183,-2269.039788990585,0.1,5
10,SFM01-1-2_284.jpg,11,68,0.4080426727760423,-2289.9908731085534,0.1,8
11,SFM01-1-2_284.jpg,9,90,0.2542061703528729,-2347.4480619988735,0.1,10
12,SFM01-1-2_284.jpg,17,16,0.5873676209259596,-2329.115000221202,0.2,3
13,SFM01-1-2_284.jpg,12,36,0.46162320635730436,-2357.162232408196,0.2,5
14,SFM01-1-2_284.jpg,7,63,0.34782223120206474,-2385.6837875656083,0.2,8
15,SFM01-1-2_284.jpg,6,72,0.4101394954540099,-2419.778549755237,0.2,10
16,SFM01-1-2_284.jpg,14,13,0.6156650331271695,-2417.080395722787,0.3,3
17,SFM01-1-2_284.jpg,10,27,0.5459339175201349,-2436.4051545666616,0.3,5
18,SFM01-1-2_284.jpg,6,54,0.44155918571022557,-2467.6161962677975,0.3,8
19,SFM01-1-2_284.jpg,5,62,0.43267165482075437,-2468.071186242522,0.3,10
20,SFM01-1-2_284.jpg,11,7,0.5032750322505364,-2473.672780099281,0.4,3
21,SFM01-1-2_284.jpg,9,14,0.5080549990573505,-2484.226558089149,0.4,5
22,SFM01-1-2_284.jpg,6,37,0.4437850476920853,-2513.125061362311,0.4,8
23,SFM01-1-2_284.jpg,5,51,0.3938129081162166,-2520.2484897256586,0.4,10
24,SFM01-1-2_284.jpg,7,2,0.5323380891345545,-2531.3909140911996,0.5,3
25,SFM01-1-2_284.jpg,6,6,0.5205440466024858,-2542.3589668843533,0.5,5
26,SFM01-1-2_284.jpg,6,16,0.49077818211651175,-2548.9370010130583,0.5,8
27,SFM01-1-2_284.jpg,4,34,0.48192385606175403,-2555.008372294512,0.5,10
0,SFM01-1-2_57.jpg,0,24,,,0.01,3
1,SFM01-1-2_57.jpg,0,24,,,0.01,5
2,SFM01-1-2_57.jpg,0,24,,,0.01,8
3,SFM01-1-2_57.jpg,0,24,,,0.01,10
4,SFM01-1-2_57.jpg,1,11,,,0.05,3
5,SFM01-1-2_57.jpg,1,11,,,0.05,5
6,SFM01-1-2_57.jpg,1,11,,,0.05,8
7,SFM01-1-2_57.jpg,1,13,,,0.05,10
8,SFM01-1-2_57.jpg,1,8,,,0.1,3
9,SFM01-1-2_57.jpg,1,9,,,0.1,5
10,SFM01-1-2_57.jpg,1,9,,,0.1,8
11,SFM01-1-2_57.jpg,1,9,,,0.1,10
12,SFM01-1-2_57.jpg,1,6,,,0.2,3
13,SFM01-1-2_57.jpg,1,6,,,0.2,5
14,SFM01-1-2_57.jpg,1,6,,,0.2,8
15,SFM01-1-2_57.jpg,1,6,,,0.2,10
16,SFM01-1-2_57.jpg,1,6,,,0.3,3
17,SFM01-1-2_57.jpg,1,6,,,0.3,5
18,SFM01-1-2_57.jpg,1,6,,,0.3,8
19,SFM01-1-2_57.jpg,1,6,,,0.3,10
20,SFM01-1-2_57.jpg,1,6,,,0.4,3
21,SFM01-1-2_57.jpg,1,6,,,0.4,5
22,SFM01-1-2_57.jpg,1,6,,,0.4,8
23,SFM01-1-2_57.jpg,1,6,,,0.4,10
24,SFM01-1-2_57.jpg,1,6,,,0.5,3
25,SFM01-1-2_57.jpg,1,6,,,0.5,5
26,SFM01-1-2_57.jpg,1,6,,,0.5,8
27,SFM01-1-2_57.jpg,1,6,,,0.5,10
0,SFM01-1-2_59.jpg,0,14,,,0.01,3
1,SFM01-1-2_59.jpg,0,14,,,0.01,5
2,SFM01-1-2_59.jpg,0,14,,,0.01,8
3,SFM01-1-2_59.jpg,0,14,,,0.01,10
4,SFM01-1-2_59.jpg,0,14,,,0.05,3
5,SFM01-1-2_59.jpg,0,14,,,0.05,5
6,SFM01-1-2_59.jpg,0,14,,,0.05,8
7,SFM01-1-2_59.jpg,0,14,,,0.05,10
8,SFM01-1-2_59.jpg,0,14,,,0.1,3
9,SFM01-1-2_59.jpg,0,14,,,0.1,5
10,SFM01-1-2_59.jpg,0,14,,,0.1,8
11,SFM01-1-2_59.jpg,0,14,,,0.1,10
12,SFM01-1-2_59.jpg,2,5,-0.01927120473079641,-131.57370402873312,0.2,3
13,SFM01-1-2_59.jpg,0,14,,,0.2,5
14,SFM01-1-2_59.jpg,0,14,,,0.2,8
15,SFM01-1-2_59.jpg,0,14,,,0.2,10
16,SFM01-1-2_59.jpg,1,4,,,0.3,3
17,SFM01-1-2_59.jpg,1,4,,,0.3,5
18,SFM01-1-2_59.jpg,0,14,,,0.3,8
19,SFM01-1-2_59.jpg,0,14,,,0.3,10
20,SFM01-1-2_59.jpg,1,2,,,0.4,3
21,SFM01-1-2_59.jpg,1,2,,,0.4,5
22,SFM01-1-2_59.jpg,1,6,,,0.4,8
23,SFM01-1-2_59.jpg,0,14,,,0.4,10
24,SFM01-1-2_59.jpg,1,2,,,0.5,3
25,SFM01-1-2_59.jpg,1,2,,,0.5,5
26,SFM01-1-2_59.jpg,1,2,,,0.5,8
27,SFM01-1-2_59.jpg,0,14,,,0.5,10
0,SFM01-2-1_305.jpg,0,12,,,0.01,3
1,SFM01-2-1_305.jpg,0,12,,,0.01,5
2,SFM01-2-1_305.jpg,0,12,,,0.01,8
3,SFM01-2-1_305.jpg,0,12,,,0.01,10
4,SFM01-2-1_305.jpg,0,12,,,0.05,3
5,SFM01-2-1_305.jpg,0,12,,,0.05,5
6,SFM01-2-1_305.jpg,0,12,,,0.05,8
7,SFM01-2-1_305.jpg,0,12,,,0.05,10
8,SFM01-2-1_305.jpg,0,12,,,0.1,3
9,SFM01-2-1_305.jpg,0,12,,,0.1,5
10,SFM01-2-1_305.jpg,0,12,,,0.1,8
11,SFM01-2-1_305.jpg,0,12,,,0.1,10
12,SFM01-2-1_305.jpg,1,9,,,0.2,3
13,SFM01-2-1_305.jpg,0,12,,,0.2,5
14,SFM01-2-1_305.jpg,0,12,,,0.2,8
15,SFM01-2-1_305.jpg,0,12,,,0.2,10
16,SFM01-2-1_305.jpg,1,8,,,0.3,3
17,SFM01-2-1_305.jpg,0,12,,,0.3,5
18,SFM01-2-1_305.jpg,0,12,,,0.3,8
19,SFM01-2-1_305.jpg,0,12,,,0.3,10
20,SFM01-2-1_305.jpg,2,4,0.3362084338420443,-116.03743475675385,0.4,3
21,SFM01-2-1_305.jpg,0,12,,,0.4,5
22,SFM01-2-1_305.jpg,0,12,,,0.4,8
23,SFM01-2-1_305.jpg,0,12,,,0.4,10
24,SFM01-2-1_305.jpg,1,3,,,0.5,3
25,SFM01-2-1_305.jpg,1,7,,,0.5,5
26,SFM01-2-1_305.jpg,0,12,,,0.5,8
27,SFM01-2-1_305.jpg,0,12,,,0.5,10
0,SFM01-2-2-1_120.jpg,0,9,,,0.01,3
1,SFM01-2-2-1_120.jpg,0,9,,,0.01,5
2,SFM01-2-2-1_120.jpg,0,9,,,0.01,8
3,SFM01-2-2-1_120.jpg,0,9,,,0.01,10
4,SFM01-2-2-1_120.jpg,1,5,,,0.05,3
5,SFM01-2-2-1_120.jpg,0,9,,,0.05,5
6,SFM01-2-2-1_120.jpg,0,9,,,0.05,8
7,SFM01-2-2-1_120.jpg,0,9,,,0.05,10
8,SFM01-2-2-1_120.jpg,1,5,,,0.1,3
9,SFM01-2-2-1_120.jpg,0,9,,,0.1,5
10,SFM01-2-2-1_120.jpg,0,9,,,0.1,8
11,SFM01-2-2-1_120.jpg,0,9,,,0.1,10
12,SFM01-2-2-1_120.jpg,1,5,,,0.2,3
13,SFM01-2-2-1_120.jpg,0,9,,,0.2,5
14,SFM01-2-2-1_120.jpg,0,9,,,0.2,8
15,SFM01-2-2-1_120.jpg,0,9,,,0.2,10
16,SFM01-2-2-1_120.jpg,1,5,,,0.3,3
17,SFM01-2-2-1_120.jpg,0,9,,,0.3,5
18,SFM01-2-2-1_120.jpg,0,9,,,0.3,8
19,SFM01-2-2-1_120.jpg,0,9,,,0.3,10
20,SFM01-2-2-1_120.jpg,1,4,,,0.4,3
21,SFM01-2-2-1_120.jpg,1,4,,,0.4,5
22,SFM01-2-2-1_120.jpg,0,9,,,0.4,8
23,SFM01-2-2-1_120.jpg,0,9,,,0.4,10
24,SFM01-2-2-1_120.jpg,1,4,,,0.5,3
25,SFM01-2-2-1_120.jpg,1,4,,,0.5,5
26,SFM01-2-2-1_120.jpg,0,9,,,0.5,8
27,SFM01-2-2-1_120.jpg,0,9,,,0.5,10
0,SFM01-2-2-1_195.jpg,0,16,,,0.01,3
1,SFM01-2-2-1_195.jpg,0,16,,,0.01,5
2,SFM01-2-2-1_195.jpg,0,16,,,0.01,8
3,SFM01-2-2-1_195.jpg,0,16,,,0.01,10
4,SFM01-2-2-1_195.jpg,0,16,,,0.05,3
5,SFM01-2-2-1_195.jpg,0,16,,,0.05,5
6,SFM01-2-2-1_195.jpg,0,16,,,0.05,8
7,SFM01-2-2-1_195.jpg,0,16,,,0.05,10
8,SFM01-2-2-1_195.jpg,1,9,,,0.1,3
9,SFM01-2-2-1_195.jpg,1,11,,,0.1,5
10,SFM01-2-2-1_195.jpg,0,16,,,0.1,8
11,SFM01-2-2-1_195.jpg,0,16,,,0.1,10
12,SFM01-2-2-1_195.jpg,2,5,0.45361710668310207,-102.93851741044224,0.2,3
13,SFM01-2-2-1_195.jpg,1,8,,,0.2,5
14,SFM01-2-2-1_195.jpg,1,8,,,0.2,8
15,SFM01-2-2-1_195.jpg,0,16,,,0.2,10
16,SFM01-2-2-1_195.jpg,2,1,0.44223111371659163,,0.3,3
17,SFM01-2-2-1_195.jpg,1,4,,,0.3,5
18,SFM01-2-2-1_195.jpg,1,5,,,0.3,8
19,SFM01-2-2-1_195.jpg,0,16,,,0.3,10
20,SFM01-2-2-1_195.jpg,2,0,0.959833491365693,-99.52478064397333,0.4,3
21,SFM01-2-2-1_195.jpg,1,3,,,0.4,5
22,SFM01-2-2-1_195.jpg,1,3,,,0.4,8
23,SFM01-2-2-1_195.jpg,1,4,,,0.4,10
24,SFM01-2-2-1_195.jpg,2,0,0.959833491365693,-99.52478064397333,0.5,3
25,SFM01-2-2-1_195.jpg,1,3,,,0.5,5
26,SFM01-2-2-1_195.jpg,1,3,,,0.5,8
27,SFM01-2-2-1_195.jpg,1,4,,,0.5,10
0,SFM01-2-2-1_196.jpg,0,12,,,0.01,3
1,SFM01-2-2-1_196.jpg,0,12,,,0.01,5
2,SFM01-2-2-1_196.jpg,0,12,,,0.01,8
3,SFM01-2-2-1_196.jpg,0,12,,,0.01,10
4,SFM01-2-2-1_196.jpg,0,12,,,0.05,3
5,SFM01-2-2-1_196.jpg,0,12,,,0.05,5
6,SFM01-2-2-1_196.jpg,0,12,,,0.05,8
7,SFM01-2-2-1_196.jpg,0,12,,,0.05,10
8,SFM01-2-2-1_196.jpg,2,4,0.14460605377066035,-107.06886245321056,0.1,3
9,SFM01-2-2-1_196.jpg,1,7,,,0.1,5
10,SFM01-2-2-1_196.jpg,0,12,,,0.1,8
11,SFM01-2-2-1_196.jpg,0,12,,,0.1,10
12,SFM01-2-2-1_196.jpg,1,2,,,0.2,3
13,SFM01-2-2-1_196.jpg,1,2,,,0.2,5
14,SFM01-2-2-1_196.jpg,1,2,,,0.2,8
15,SFM01-2-2-1_196.jpg,0,12,,,0.2,10
16,SFM01-2-2-1_196.jpg,1,2,,,0.3,3
17,SFM01-2-2-1_196.jpg,1,2,,,0.3,5
18,SFM01-2-2-1_196.jpg,1,2,,,0.3,8
19,SFM01-2-2-1_196.jpg,1,2,,,0.3,10
20,SFM01-2-2-1_196.jpg,1,2,,,0.4,3
21,SFM01-2-2-1_196.jpg,1,2,,,0.4,5
22,SFM01-2-2-1_196.jpg,1,2,,,0.4,8
23,SFM01-2-2-1_196.jpg,1,2,,,0.4,10
24,SFM01-2-2-1_196.jpg,1,2,,,0.5,3
25,SFM01-2-2-1_196.jpg,1,2,,,0.5,5
26,SFM01-2-2-1_196.jpg,1,2,,,0.5,8
27,SFM01-2-2-1_196.jpg,1,2,,,0.5,10
0,SFM01-2-2-1_217.jpg,0,17,,,0.01,3
1,SFM01-2-2-1_217.jpg,0,17,,,0.01,5
2,SFM01-2-2-1_217.jpg,0,17,,,0.01,8
3,SFM01-2-2-1_217.jpg,0,17,,,0.01,10
4,SFM01-2-2-1_217.jpg,1,12,,,0.05,3
5,SFM01-2-2-1_217.jpg,1,12,,,0.05,5
6,SFM01-2-2-1_217.jpg,0,17,,,0.05,8
7,SFM01-2-2-1_217.jpg,0,17,,,0.05,10
8,SFM01-2-2-1_217.jpg,2,7,0.15343603516818535,-148.8622785770504,0.1,3
9,SFM01-2-2-1_217.jpg,1,10,,,0.1,5
10,SFM01-2-2-1_217.jpg,0,17,,,0.1,8
11,SFM01-2-2-1_217.jpg,0,17,,,0.1,10
12,SFM01-2-2-1_217.jpg,1,3,,,0.2,3
13,SFM01-2-2-1_217.jpg,1,3,,,0.2,5
14,SFM01-2-2-1_217.jpg,1,3,,,0.2,8
15,SFM01-2-2-1_217.jpg,1,3,,,0.2,10
16,SFM01-2-2-1_217.jpg,1,3,,,0.3,3
17,SFM01-2-2-1_217.jpg,1,3,,,0.3,5
18,SFM01-2-2-1_217.jpg,1,3,,,0.3,8
19,SFM01-2-2-1_217.jpg,1,3,,,0.3,10
20,SFM01-2-2-1_217.jpg,1,3,,,0.4,3
21,SFM01-2-2-1_217.jpg,1,3,,,0.4,5
22,SFM01-2-2-1_217.jpg,1,3,,,0.4,8
23,SFM01-2-2-1_217.jpg,1,3,,,0.4,10
24,SFM01-2-2-1_217.jpg,1,3,,,0.5,3
25,SFM01-2-2-1_217.jpg,1,3,,,0.5,5
26,SFM01-2-2-1_217.jpg,1,3,,,0.5,8
27,SFM01-2-2-1_217.jpg,1,3,,,0.5,10
0,SFM01-2-2-1_244.jpg,0,11,,,0.01,3
1,SFM01-2-2-1_244.jpg,0,11,,,0.01,5
2,SFM01-2-2-1_244.jpg,0,11,,,0.01,8
3,SFM01-2-2-1_244.jpg,0,11,,,0.01,10
4,SFM01-2-2-1_244.jpg,0,11,,,0.05,3
5,SFM01-2-2-1_244.jpg,0,11,,,0.05,5
6,SFM01-2-2-1_244.jpg,0,11,,,0.05,8
7,SFM01-2-2-1_244.jpg,0,11,,,0.05,10
8,SFM01-2-2-1_244.jpg,0,11,,,0.1,3
9,SFM01-2-2-1_244.jpg,0,11,,,0.1,5
10,SFM01-2-2-1_244.jpg,0,11,,,0.1,8
11,SFM01-2-2-1_244.jpg,0,11,,,0.1,10
12,SFM01-2-2-1_244.jpg,1,7,,,0.2,3
13,SFM01-2-2-1_244.jpg,0,11,,,0.2,5
14,SFM01-2-2-1_244.jpg,0,11,,,0.2,8
15,SFM01-2-2-1_244.jpg,0,11,,,0.2,10
16,SFM01-2-2-1_244.jpg,2,4,0.43508345825259104,-112.87046914213171,0.3,3
17,SFM01-2-2-1_244.jpg,0,11,,,0.3,5
18,SFM01-2-2-1_244.jpg,0,11,,,0.3,8
19,SFM01-2-2-1_244.jpg,0,11,,,0.3,10
20,SFM01-2-2-1_244.jpg,2,3,0.6045319662531455,-107.83742405109449,0.4,3
21,SFM01-2-2-1_244.jpg,1,6,,,0.4,5
22,SFM01-2-2-1_244.jpg,0,11,,,0.4,8
23,SFM01-2-2-1_244.jpg,0,11,,,0.4,10
24,SFM01-2-2-1_244.jpg,1,3,,,0.5,3
25,SFM01-2-2-1_244.jpg,1,3,,,0.5,5
26,SFM01-2-2-1_244.jpg,1,3,,,0.5,8
27,SFM01-2-2-1_244.jpg,0,11,,,0.5,10
0,SFM01-2-2-1_272.jpg,0,17,,,0.01,3
1,SFM01-2-2-1_272.jpg,0,17,,,0.01,5
2,SFM01-2-2-1_272.jpg,0,17,,,0.01,8
3,SFM01-2-2-1_272.jpg,0,17,,,0.01,10
4,SFM01-2-2-1_272.jpg,2,10,-0.23502981180176172,-175.33158228220114,0.05,3
5,SFM01-2-2-1_272.jpg,0,17,,,0.05,5
6,SFM01-2-2-1_272.jpg,0,17,,,0.05,8
7,SFM01-2-2-1_272.jpg,0,17,,,0.05,10
8,SFM01-2-2-1_272.jpg,1,5,,,0.1,3
9,SFM01-2-2-1_272.jpg,1,5,,,0.1,5
10,SFM01-2-2-1_272.jpg,1,6,,,0.1,8
11,SFM01-2-2-1_272.jpg,0,17,,,0.1,10
12,SFM01-2-2-1_272.jpg,1,3,,,0.2,3
13,SFM01-2-2-1_272.jpg,1,3,,,0.2,5
14,SFM01-2-2-1_272.jpg,1,3,,,0.2,8
15,SFM01-2-2-1_272.jpg,1,3,,,0.2,10
16,SFM01-2-2-1_272.jpg,1,3,,,0.3,3
17,SFM01-2-2-1_272.jpg,1,3,,,0.3,5
18,SFM01-2-2-1_272.jpg,1,3,,,0.3,8
19,SFM01-2-2-1_272.jpg,1,3,,,0.3,10
20,SFM01-2-2-1_272.jpg,1,3,,,0.4,3
21,SFM01-2-2-1_272.jpg,1,3,,,0.4,5
22,SFM01-2-2-1_272.jpg,1,3,,,0.4,8
23,SFM01-2-2-1_272.jpg,1,3,,,0.4,10
24,SFM01-2-2-1_272.jpg,1,3,,,0.5,3
25,SFM01-2-2-1_272.jpg,1,3,,,0.5,5
26,SFM01-2-2-1_272.jpg,1,3,,,0.5,8
27,SFM01-2-2-1_272.jpg,1,3,,,0.5,10
0,SFM01-2-2-1_293.jpg,0,20,,,0.01,3
1,SFM01-2-2-1_293.jpg,0,20,,,0.01,5
2,SFM01-2-2-1_293.jpg,0,20,,,0.01,8
3,SFM01-2-2-1_293.jpg,0,20,,,0.01,10
4,SFM01-2-2-1_293.jpg,0,20,,,0.05,3
5,SFM01-2-2-1_293.jpg,0,20,,,0.05,5
6,SFM01-2-2-1_293.jpg,0,20,,,0.05,8
7,SFM01-2-2-1_293.jpg,0,20,,,0.05,10
8,SFM01-2-2-1_293.jpg,0,20,,,0.1,3
9,SFM01-2-2-1_293.jpg,0,20,,,0.1,5
10,SFM01-2-2-1_293.jpg,0,20,,,0.1,8
11,SFM01-2-2-1_293.jpg,0,20,,,0.1,10
12,SFM01-2-2-1_293.jpg,0,20,,,0.2,3
13,SFM01-2-2-1_293.jpg,0,20,,,0.2,5
14,SFM01-2-2-1_293.jpg,0,20,,,0.2,8
15,SFM01-2-2-1_293.jpg,0,20,,,0.2,10
16,SFM01-2-2-1_293.jpg,2,11,0.36953235722733246,-219.21702916984356,0.3,3
17,SFM01-2-2-1_293.jpg,1,15,,,0.3,5
18,SFM01-2-2-1_293.jpg,0,20,,,0.3,8
19,SFM01-2-2-1_293.jpg,0,20,,,0.3,10
20,SFM01-2-2-1_293.jpg,2,11,0.36953235722733246,-219.21702916984356,0.4,3
21,SFM01-2-2-1_293.jpg,1,15,,,0.4,5
22,SFM01-2-2-1_293.jpg,0,20,,,0.4,8
23,SFM01-2-2-1_293.jpg,0,20,,,0.4,10
24,SFM01-2-2-1_293.jpg,2,9,0.45610799056990387,-220.12138818761179,0.5,3
25,SFM01-2-2-1_293.jpg,1,15,,,0.5,5
26,SFM01-2-2-1_293.jpg,0,20,,,0.5,8
27,SFM01-2-2-1_293.jpg,0,20,,,0.5,10
0,SFM01-2-2-1_320.jpg,0,18,,,0.01,3
1,SFM01-2-2-1_320.jpg,0,18,,,0.01,5
2,SFM01-2-2-1_320.jpg,0,18,,,0.01,8
3,SFM01-2-2-1_320.jpg,0,18,,,0.01,10
4,SFM01-2-2-1_320.jpg,1,6,,,0.05,3
5,SFM01-2-2-1_320.jpg,1,7,,,0.05,5
6,SFM01-2-2-1_320.jpg,1,8,,,0.05,8
7,SFM01-2-2-1_320.jpg,0,18,,,0.05,10
8,SFM01-2-2-1_320.jpg,1,4,,,0.1,3
9,SFM01-2-2-1_320.jpg,1,4,,,0.1,5
10,SFM01-2-2-1_320.jpg,1,5,,,0.1,8
11,SFM01-2-2-1_320.jpg,1,5,,,0.1,10
12,SFM01-2-2-1_320.jpg,1,4,,,0.2,3
13,SFM01-2-2-1_320.jpg,1,4,,,0.2,5
14,SFM01-2-2-1_320.jpg,1,4,,,0.2,8
15,SFM01-2-2-1_320.jpg,1,4,,,0.2,10
16,SFM01-2-2-1_320.jpg,1,4,,,0.3,3
17,SFM01-2-2-1_320.jpg,1,4,,,0.3,5
18,SFM01-2-2-1_320.jpg,1,4,,,0.3,8
19,SFM01-2-2-1_320.jpg,1,4,,,0.3,10
20,SFM01-2-2-1_320.jpg,1,4,,,0.4,3
21,SFM01-2-2-1_320.jpg,1,4,,,0.4,5
22,SFM01-2-2-1_320.jpg,1,4,,,0.4,8
23,SFM01-2-2-1_320.jpg,1,4,,,0.4,10
24,SFM01-2-2-1_320.jpg,1,4,,,0.5,3
25,SFM01-2-2-1_320.jpg,1,4,,,0.5,5
26,SFM01-2-2-1_320.jpg,1,4,,,0.5,8
27,SFM01-2-2-1_320.jpg,1,4,,,0.5,10
0,SFM01-2-2-1_321.jpg,0,9,,,0.01,3
1,SFM01-2-2-1_321.jpg,0,9,,,0.01,5
2,SFM01-2-2-1_321.jpg,0,9,,,0.01,8
3,SFM01-2-2-1_321.jpg,0,9,,,0.01,10
4,SFM01-2-2-1_321.jpg,1,6,,,0.05,3
5,SFM01-2-2-1_321.jpg,0,9,,,0.05,5
6,SFM01-2-2-1_321.jpg,0,9,,,0.05,8
7,SFM01-2-2-1_321.jpg,0,9,,,0.05,10
8,SFM01-2-2-1_321.jpg,1,6,,,0.1,3
9,SFM01-2-2-1_321.jpg,0,9,,,0.1,5
10,SFM01-2-2-1_321.jpg,0,9,,,0.1,8
11,SFM01-2-2-1_321.jpg,0,9,,,0.1,10
12,SFM01-2-2-1_321.jpg,1,6,,,0.2,3
13,SFM01-2-2-1_321.jpg,0,9,,,0.2,5
14,SFM01-2-2-1_321.jpg,0,9,,,0.2,8
15,SFM01-2-2-1_321.jpg,0,9,,,0.2,10
16,SFM01-2-2-1_321.jpg,1,6,,,0.3,3
17,SFM01-2-2-1_321.jpg,0,9,,,0.3,5
18,SFM01-2-2-1_321.jpg,0,9,,,0.3,8
19,SFM01-2-2-1_321.jpg,0,9,,,0.3,10
20,SFM01-2-2-1_321.jpg,1,6,,,0.4,3
21,SFM01-2-2-1_321.jpg,0,9,,,0.4,5
22,SFM01-2-2-1_321.jpg,0,9,,,0.4,8
23,SFM01-2-2-1_321.jpg,0,9,,,0.4,10
24,SFM01-2-2-1_321.jpg,1,6,,,0.5,3
25,SFM01-2-2-1_321.jpg,0,9,,,0.5,5
26,SFM01-2-2-1_321.jpg,0,9,,,0.5,8
27,SFM01-2-2-1_321.jpg,0,9,,,0.5,10
0,SFM01-2-2-1_344.jpg,0,17,,,0.01,3
1,SFM01-2-2-1_344.jpg,0,17,,,0.01,5
2,SFM01-2-2-1_344.jpg,0,17,,,0.01,8
3,SFM01-2-2-1_344.jpg,0,17,,,0.01,10
4,SFM01-2-2-1_344.jpg,1,8,,,0.05,3
5,SFM01-2-2-1_344.jpg,1,9,,,0.05,5
6,SFM01-2-2-1_344.jpg,0,17,,,0.05,8
7,SFM01-2-2-1_344.jpg,0,17,,,0.05,10
8,SFM01-2-2-1_344.jpg,2,5,0.5367749551051896,-166.44158903430005,0.1,3
9,SFM01-2-2-1_344.jpg,1,8,,,0.1,5
10,SFM01-2-2-1_344.jpg,1,8,,,0.1,8
11,SFM01-2-2-1_344.jpg,0,17,,,0.1,10
12,SFM01-2-2-1_344.jpg,3,2,0.8850764574600062,-147.98354661957399,0.2,3
13,SFM01-2-2-1_344.jpg,1,8,,,0.2,5
14,SFM01-2-2-1_344.jpg,1,8,,,0.2,8
15,SFM01-2-2-1_344.jpg,0,17,,,0.2,10
16,SFM01-2-2-1_344.jpg,3,2,0.8850764574600062,-147.98354661957399,0.3,3
17,SFM01-2-2-1_344.jpg,1,8,,,0.3,5
18,SFM01-2-2-1_344.jpg,1,8,,,0.3,8
19,SFM01-2-2-1_344.jpg,0,17,,,0.3,10
20,SFM01-2-2-1_344.jpg,3,2,0.8850764574600062,-147.98354661957399,0.4,3
21,SFM01-2-2-1_344.jpg,1,8,,,0.4,5
22,SFM01-2-2-1_344.jpg,1,8,,,0.4,8
23,SFM01-2-2-1_344.jpg,0,17,,,0.4,10
24,SFM01-2-2-1_344.jpg,3,2,0.8850764574600062,-147.98354661957399,0.5,3
25,SFM01-2-2-1_344.jpg,1,8,,,0.5,5
26,SFM01-2-2-1_344.jpg,1,8,,,0.5,8
27,SFM01-2-2-1_344.jpg,0,17,,,0.5,10
0,SFM01-2-2-1_96.jpg,0,10,,,0.01,3
1,SFM01-2-2-1_96.jpg,0,10,,,0.01,5
2,SFM01-2-2-1_96.jpg,0,10,,,0.01,8
3,SFM01-2-2-1_96.jpg,0,10,,,0.01,10
4,SFM01-2-2-1_96.jpg,0,10,,,0.05,3
5,SFM01-2-2-1_96.jpg,0,10,,,0.05,5
6,SFM01-2-2-1_96.jpg,0,10,,,0.05,8
7,SFM01-2-2-1_96.jpg,0,10,,,0.05,10
8,SFM01-2-2-1_96.jpg,1,7,,,0.1,3
9,SFM01-2-2-1_96.jpg,0,10,,,0.1,5
10,SFM01-2-2-1_96.jpg,0,10,,,0.1,8
11,SFM01-2-2-1_96.jpg,0,10,,,0.1,10
12,SFM01-2-2-1_96.jpg,1,7,,,0.2,3
13,SFM01-2-2-1_96.jpg,0,10,,,0.2,5
14,SFM01-2-2-1_96.jpg,0,10,,,0.2,8
15,SFM01-2-2-1_96.jpg,0,10,,,0.2,10
16,SFM01-2-2-1_96.jpg,1,4,,,0.3,3
17,SFM01-2-2-1_96.jpg,1,4,,,0.3,5
18,SFM01-2-2-1_96.jpg,0,10,,,0.3,8
19,SFM01-2-2-1_96.jpg,0,10,,,0.3,10
20,SFM01-2-2-1_96.jpg,1,4,,,0.4,3
21,SFM01-2-2-1_96.jpg,1,4,,,0.4,5
22,SFM01-2-2-1_96.jpg,0,10,,,0.4,8
23,SFM01-2-2-1_96.jpg,0,10,,,0.4,10
24,SFM01-2-2-1_96.jpg,1,4,,,0.5,3
25,SFM01-2-2-1_96.jpg,1,4,,,0.5,5
26,SFM01-2-2-1_96.jpg,0,10,,,0.5,8
27,SFM01-2-2-1_96.jpg,0,10,,,0.5,10
0,SFM01-2-2-2_271.jpg,0,21,,,0.01,3
1,SFM01-2-2-2_271.jpg,0,21,,,0.01,5
2,SFM01-2-2-2_271.jpg,0,21,,,0.01,8
3,SFM01-2-2-2_271.jpg,0,21,,,0.01,10
4,SFM01-2-2-2_271.jpg,1,17,,,0.05,3
5,SFM01-2-2-2_271.jpg,0,21,,,0.05,5
6,SFM01-2-2-2_271.jpg,0,21,,,0.05,8
7,SFM01-2-2-2_271.jpg,0,21,,,0.05,10
8,SFM01-2-2-2_271.jpg,1,17,,,0.1,3
9,SFM01-2-2-2_271.jpg,0,21,,,0.1,5
10,SFM01-2-2-2_271.jpg,0,21,,,0.1,8
11,SFM01-2-2-2_271.jpg,0,21,,,0.1,10
